POS,Name,STU,MOV,CON,PBABIP,HRR,FB,CH,CB,SL,SI,SP,CT,FO,CC,SC,KC,KN,PIT,G/F,VELO,STM,HLD,G,GS,IP,R,HR/9,K%,BB%,ERA+,FIP-,rWAR
SP,Raul Gonzalez,20,35,30,50,30,-,20,20,-,-,20,20,-,-,-,-,-,4,NEU,87-89,55,35,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Roberto Gonzalez,20,30,20,40,25,30,20,-,-,25,-,-,-,-,-,-,-,3,NEU,90-92,55,25,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Ross Gonzalez,35,35,20,40,30,45,-,-,-,-,-,-,-,25,-,-,-,2,NEU,92-94,35,25,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Sebastian Gonzalez,35,40,40,40,40,35,40,35,40,-,-,-,-,-,-,-,-,4,NEU,88-90,45,65,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Miles Gosztola,25,35,45,45,30,30,20,30,30,-,-,-,-,-,-,-,-,4,NEU,89-91,45,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Noah Gotsis,35,45,50,60,45,-,40,-,45,45,-,-,-,-,-,-,-,3,NEU,91-93,40,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Jake Gozzo,40,35,25,50,30,45,30,-,40,-,-,-,-,-,-,-,-,3,NEU,93-95,35,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Matthew Grabmann,20,20,20,50,20,30,25,25,-,-,-,-,-,-,-,-,-,3,EX FB,90-92,55,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Mike Grabon,30,40,25,45,35,45,25,-,-,-,25,-,-,-,-,-,-,3,NEU,93-95,45,75,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Simon Graf,30,20,20,35,20,35,30,35,-,-,-,-,-,-,-,-,-,3,EX FB,88-90,50,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Sebastian Granados,20,25,20,50,20,35,20,20,-,-,-,-,-,-,-,-,-,3,EX FB,90-92,50,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Mikhai Grant,35,35,30,50,30,45,25,-,40,-,-,-,-,-,-,-,-,3,NEU,95-97,40,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Nick Grass,40,20,20,40,20,45,-,-,40,-,-,-,-,-,-,-,-,2,FB,93-95,30,60,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
CL,Brusdar Graterol,40,70,65,55,75,-,-,-,45,45,-,40,-,-,-,-,-,3,EX GB,98-100,30,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Griffin Graves,35,30,25,40,30,40,30,35,40,-,-,-,-,-,-,-,-,4,NEU,92-94,50,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Josiah Gray,45,45,45,60,45,50,45,45,55,-,-,-,-,-,-,-,-,4,FB,92-94,50,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Kyle Gray,35,20,25,50,20,35,25,35,-,-,-,-,-,-,-,-,-,3,FB,88-90,40,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Miller Green,35,30,25,45,25,45,30,45,-,-,-,-,-,-,-,-,-,3,FB,93-95,50,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Shane Greene,45,50,30,55,45,-,35,-,40,45,-,45,-,-,-,-,-,4,FB,93-95,30,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Lucas Greer,25,20,20,50,20,35,20,25,-,-,-,-,-,-,-,-,-,3,EX FB,90-92,55,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Jake Gregor,35,30,20,45,25,40,25,35,35,-,-,-,-,-,-,-,-,4,NEU,92-94,55,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Seneca Gregory,25,20,20,45,20,30,25,30,-,-,-,-,-,-,-,-,-,3,EX FB,87-89,50,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Troy Grieser,20,20,25,45,20,30,20,20,-,-,-,-,-,-,-,25,-,4,NEU,91-93,70,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Jake Griffin,30,35,40,45,30,35,-,-,-,25,20,-,-,-,-,-,-,4,NEU,89-91,55,35,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Andrew Gross,35,50,45,65,45,-,-,-,40,40,-,-,-,-,-,-,-,2,EX GB,85-87,30,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Logan Grubb,20,25,25,45,20,25,20,-,25,-,-,-,-,-,-,-,-,3,NEU,88-90,50,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Johnny Grullon,20,50,20,55,50,30,-,-,25,-,-,-,-,-,-,-,-,2,NEU,90-92,45,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Robert Gsellman,40,45,50,50,45,40,35,35,40,40,-,-,-,-,-,-,-,5,NEU,92-94,35,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Mike Guadalupe,20,20,20,35,20,25,20,20,-,-,-,-,-,-,-,20,-,4,FB,88-90,50,65,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Payton Gubler,35,20,25,50,20,45,25,-,40,-,-,-,-,-,-,-,-,3,EX FB,93-95,50,30,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Paul Guerne,30,25,25,45,20,35,30,40,-,-,-,-,-,-,-,-,-,3,FB,89-91,50,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Michael Guerrero,30,20,25,50,20,35,25,30,-,-,-,-,-,-,-,-,-,3,FB,90-92,50,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Brander Guevara,20,20,20,50,20,30,20,20,-,-,-,-,-,-,-,-,-,3,NEU,89-91,55,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
CL,Will Gulley,40,40,40,45,40,50,-,-,-,-,-,-,-,30,-,-,-,2,GB,95-97,25,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Chad Gurnea,30,35,35,45,30,35,20,-,30,-,-,-,-,-,-,-,-,3,NEU,89-91,65,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Brian Gursky,30,25,30,55,20,35,25,30,30,-,-,-,-,-,-,-,-,4,FB,88-90,55,60,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Dualvert Gutierrez,30,45,20,55,40,30,-,-,30,-,-,-,-,-,-,-,-,2,NEU,87-89,45,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Jean Gutierrez,20,20,20,55,20,25,-,-,25,-,-,-,-,-,-,-,-,2,FB,89-91,40,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Jorge Gutierrez,35,35,30,45,30,40,35,35,-,-,-,-,-,-,-,-,-,3,NEU,90-92,55,35,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Jordan Guyton,35,35,20,50,25,45,25,40,-,-,-,-,-,-,-,-,-,3,FB,95-97,55,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Emilker Guzman,35,40,35,55,40,40,35,35,-,-,-,-,-,-,-,-,-,3,FB,92-94,35,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Franquely Guzman,20,25,20,55,20,30,20,25,-,-,-,-,-,-,-,-,-,3,FB,90-92,30,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Wellington Guzman,20,50,20,55,50,30,25,-,25,-,-,-,-,-,-,-,-,3,FB,89-91,30,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Zach Haake,40,45,35,55,40,50,35,-,40,-,30,-,-,-,-,-,-,4,EX FB,95-97,40,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Jake Haas,30,20,30,40,20,30,20,-,-,-,25,-,-,-,-,-,-,3,NEU,87-89,65,65,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Jake Haberer,45,45,35,55,45,-,-,-,45,45,-,40,-,-,-,-,-,3,NEU,97-99,30,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Adam Hachman,20,20,20,55,20,45,20,25,-,-,-,-,-,-,-,-,-,3,FB,95-97,60,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Aaron Hall,20,25,20,50,20,35,20,-,-,25,-,-,-,-,-,-,-,3,FB,94-96,45,65,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Charles Hall,45,50,25,55,50,45,40,-,45,-,-,-,-,-,-,-,-,3,EX GB,92-94,30,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Steve Hall,35,40,35,45,40,-,-,45,-,-,-,40,-,-,-,-,-,2,NEU,93-95,50,80,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Wyatt Halvorson,40,45,40,50,40,45,-,-,40,-,-,35,-,-,-,-,-,3,NEU,94-96,50,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Jay Hampton,20,25,20,45,20,30,20,-,-,20,-,20,-,-,-,-,-,4,NEU,91-93,35,60,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Donald Hand,35,25,30,40,20,40,25,-,-,35,-,-,-,-,-,-,-,3,NEU,90-92,70,35,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Cameron Hanes,20,30,25,45,25,30,20,-,25,-,-,-,-,-,-,-,-,3,NEU,90-92,50,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Paul Hann,25,30,20,40,30,30,20,-,25,-,-,-,-,-,-,-,-,3,NEU,87-89,55,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Paul Hannah,30,20,20,40,20,35,-,30,-,25,-,-,-,-,-,-,-,3,FB,89-91,40,25,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Brett Hansen,35,30,25,55,20,40,30,30,-,-,-,30,-,-,20,-,-,5,NEU,90-92,60,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Trevor Hansen,30,30,35,45,25,35,30,35,-,-,-,-,-,-,-,-,-,3,NEU,90-92,50,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Dax Hardcastle,25,35,30,45,35,35,25,30,-,-,-,-,-,-,-,-,-,3,NEU,91-93,60,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Ryan Harrahill,20,35,20,45,35,35,30,25,30,-,-,-,-,-,-,-,-,4,FB,91-93,40,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Brayden Harris,20,20,25,55,20,35,20,20,-,-,-,-,-,-,-,-,-,3,NEU,92-94,50,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Clinton Harris,35,30,20,50,25,45,25,35,-,-,-,-,-,-,-,-,-,3,NEU,93-95,55,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Holden Harris,20,20,20,35,20,20,20,30,-,-,-,-,-,-,-,-,-,3,EX FB,86-88,55,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Chandler Hart,25,30,25,50,20,30,25,-,25,-,-,-,-,-,-,-,-,3,NEU,89-91,55,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Ken Hart,20,35,20,40,35,25,-,-,-,20,-,20,-,-,-,-,-,3,NEU,87-89,40,70,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Zach Hart,45,50,25,55,50,45,50,50,45,-,-,-,-,-,-,-,-,4,GB,90-92,55,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Chris Hartman,35,35,20,50,30,35,20,-,40,35,-,-,-,-,-,-,-,4,FB,88-90,60,35,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Joe Harvey,45,45,25,50,45,55,40,-,50,-,-,-,-,-,-,-,-,3,FB,96-98,30,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Payton Hawkinson,30,25,20,40,20,35,25,30,35,-,-,-,-,-,-,-,-,4,FB,90-92,40,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Josh Hayes,20,35,25,45,30,30,-,-,30,25,-,-,20,-,-,-,-,4,NEU,90-92,45,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,James Hays,35,25,20,45,20,40,25,-,40,-,-,-,-,-,-,-,-,3,NEU,93-95,55,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Aidan Hayse,35,20,30,50,20,35,30,-,35,-,-,-,-,-,-,-,-,3,NEU,90-92,50,30,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Louis Head,50,40,30,55,40,55,45,-,60,-,-,-,-,-,-,-,-,3,EX FB,94-96,30,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Matthew Heiberger,20,35,45,45,30,35,-,-,25,-,-,-,-,-,-,-,-,2,NEU,92-94,35,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Jimmy Helms,35,30,20,45,25,35,25,30,-,30,40,35,-,-,-,-,-,6,NEU,88-90,55,35,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Jake Hembree,25,25,25,40,20,30,25,25,25,-,-,-,-,-,-,-,-,4,NEU,87-89,45,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Riley Henfling,30,25,20,40,20,30,25,30,30,-,-,-,-,-,-,-,-,4,EX FB,88-90,50,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Blair Henley,25,45,40,55,40,35,25,25,30,35,-,25,-,-,-,-,-,6,NEU,92-94,45,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Joe Henley,20,20,20,30,20,25,-,-,20,-,-,-,-,-,-,-,-,2,FB,88-90,35,75,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Ryan Hennen,30,45,45,50,40,40,25,-,25,-,-,25,-,-,-,-,-,4,EX FB,91-93,35,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Ramon Henriquez,40,45,20,55,40,40,-,-,35,-,-,-,-,-,-,-,-,2,FB,92-94,30,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Sam Hentges,50,65,45,50,70,65,-,65,55,55,-,-,-,-,-,-,-,4,NEU,95-97,30,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Manuel Heredia,20,25,20,55,20,25,20,25,-,-,-,-,-,-,-,-,-,3,NEU,89-91,35,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Bryan Hernandez,20,45,20,50,40,35,25,25,-,-,-,-,-,-,-,-,-,3,NEU,91-93,30,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Diego Hernandez,40,30,20,55,20,40,-,40,-,-,-,-,-,-,-,-,-,2,FB,89-91,40,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Jesus Hernandez,20,20,20,40,20,25,20,-,-,25,-,-,-,-,-,-,-,3,FB,87-89,45,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Jose Hernandez,35,30,20,50,20,40,25,30,-,-,-,-,-,-,-,-,-,3,FB,90-92,40,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Josh Hernandez,20,30,25,45,25,30,20,-,25,20,-,20,-,-,-,-,-,5,NEU,89-91,50,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Juan Hernandez,35,40,30,45,40,-,-,40,-,-,-,40,-,-,-,-,-,2,NEU,89-91,40,30,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Juan Hernandez,35,20,25,50,20,35,-,35,-,-,-,-,-,-,-,-,-,2,NEU,87-89,40,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Julio Hernandez,20,20,20,40,20,25,20,-,-,20,-,-,-,-,-,-,-,3,NEU,87-89,50,75,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Wilkerson Hernandez,25,25,20,50,20,30,-,-,25,-,-,-,-,-,-,-,-,2,FB,88-90,30,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Yoerys Hernandez,30,45,20,55,45,30,-,-,35,-,-,-,-,-,-,-,-,2,NEU,90-92,30,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Yoniel Hernandez,20,25,20,50,20,25,-,-,20,-,-,-,-,-,-,-,-,2,NEU,86-88,35,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Kerry Herndon-Brown,30,20,20,50,20,30,25,30,30,-,-,-,-,-,-,-,-,4,EX FB,87-89,50,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Dave Herrera,20,30,30,40,25,30,20,-,-,-,-,-,-,-,-,25,-,3,NEU,89-91,45,65,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Fabian Herrera,35,25,20,45,20,35,-,-,35,-,-,-,-,-,-,-,-,2,FB,89-91,30,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Martin Herrera,20,45,20,55,40,25,25,20,25,-,-,-,-,-,-,-,-,4,FB,87-89,30,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Ronald Herrera,35,50,50,50,50,40,40,35,-,-,-,-,-,-,-,-,-,3,FB,90-92,65,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Bobby Heslep,20,30,25,40,30,25,-,-,-,25,-,20,-,-,-,-,-,3,NEU,88-90,55,80,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Codi Heuer,45,50,45,50,50,55,-,-,45,-,-,-,-,-,-,-,-,2,EX GB,97-99,30,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Mac Heuer,35,35,30,45,35,40,30,35,-,-,-,-,-,-,-,-,-,3,FB,92-94,50,35,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Jackson Hicks,35,45,40,50,40,40,35,-,35,-,-,-,-,-,-,-,-,3,FB,91-93,30,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Isaac Hill,30,20,20,50,20,30,-,30,30,-,-,-,-,-,-,-,-,3,FB,87-89,50,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Carlos Hinestroza,30,50,20,50,50,30,-,-,25,-,-,-,-,-,-,-,-,2,FB,88-90,45,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Brayden Hiraki,20,20,20,50,20,25,20,25,-,-,-,-,-,-,-,-,-,3,EX FB,86-88,40,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Matt Hoag,20,35,35,45,30,30,20,-,25,-,-,-,-,-,-,-,-,3,NEU,89-91,50,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Jack Hodgins,25,20,20,35,20,30,20,30,-,-,-,-,-,-,-,-,-,3,EX FB,88-90,60,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Graham Hoffman,35,55,30,50,55,45,30,35,-,-,-,-,-,-,-,-,-,3,FB,93-95,30,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Tucker Holland,35,35,30,40,30,40,35,35,-,-,-,-,-,-,-,-,-,3,FB,90-92,40,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Ben Holmes,40,45,40,55,45,45,50,-,45,-,-,-,-,-,-,-,-,3,FB,90-92,45,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Sullivan Holmes,25,20,25,50,20,30,20,25,-,-,-,-,-,-,-,-,-,3,FB,89-91,45,35,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Peter Honse,30,20,25,55,20,35,20,20,-,-,-,-,-,-,-,-,-,3,NEU,90-92,50,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Caleb Hoover,20,25,20,55,20,30,20,20,-,-,-,-,-,-,-,-,-,3,NEU,90-92,60,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Chase Hoover,20,20,20,45,20,30,20,25,25,-,-,-,-,-,-,-,-,4,FB,89-91,45,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Ty Horn,35,30,30,50,25,40,30,-,35,-,-,-,-,-,-,-,-,3,NEU,91-93,50,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Mark Hornback,20,45,35,45,45,-,-,-,25,20,-,-,-,-,-,-,-,2,GB,87-89,30,35,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Curt Hornstra,20,30,25,45,30,25,20,-,-,-,-,20,-,-,-,-,-,3,NEU,87-89,65,65,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Jarrod Houston,20,30,25,40,25,25,20,-,-,-,20,-,-,-,-,-,-,3,NEU,87-89,60,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Brian Howard,30,50,45,50,50,40,35,30,-,-,-,30,-,-,-,-,-,4,NEU,93-95,45,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Thomas Howard,20,25,20,40,20,30,20,20,-,-,-,-,-,-,-,-,-,3,FB,90-92,55,35,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Jacob Hudson,35,20,20,40,20,40,25,30,35,-,-,-,-,-,-,-,-,5,EX FB,91-93,50,35,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Raheem Hudson,40,20,25,45,20,45,25,35,-,35,-,-,-,-,-,-,-,4,NEU,96-98,45,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Tim Huffman,30,35,30,45,35,45,-,-,30,-,-,-,-,-,-,-,-,2,FB,95-97,30,30,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Connor Hughes,20,20,25,50,20,25,20,25,-,-,-,-,-,-,-,-,-,3,EX FB,86-88,50,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
CL,Aaron Hume,30,40,35,50,40,45,-,-,-,25,-,25,-,-,-,-,-,3,NEU,95-97,30,30,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Bobby Hurtado,30,30,30,40,25,35,20,-,-,-,30,-,-,-,-,-,-,3,NEU,90-92,65,60,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Jordan Huskey,25,25,25,50,20,30,25,30,-,-,-,-,-,-,-,-,-,3,EX FB,88-90,45,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Richard Huston,35,25,25,45,20,45,-,-,35,-,-,-,-,-,-,-,-,2,FB,93-95,35,60,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Drew Hutchison,40,45,40,50,45,45,45,-,45,-,-,-,-,-,-,-,-,3,NEU,91-93,60,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Josh Hyneman,30,20,25,50,20,35,25,30,30,-,-,-,-,-,-,-,-,4,FB,90-92,45,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Edgardo Ibarra,30,50,20,55,50,30,-,-,25,-,-,-,-,-,-,-,-,2,FB,87-89,40,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Michael Irby,30,20,20,40,20,35,25,35,-,-,-,-,-,-,-,-,-,3,EX FB,88-90,50,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Evan Jackson,30,25,20,50,20,40,20,30,-,-,-,-,-,-,-,-,-,3,NEU,91-93,40,35,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Paul Jackson,35,40,30,45,40,-,35,40,35,-,-,40,-,-,-,-,-,4,NEU,90-92,65,30,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Danny Jacobs,40,25,25,45,20,45,-,-,45,-,-,-,-,-,-,-,-,2,EX FB,96-98,30,30,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Bobby James,20,25,20,35,20,30,20,-,-,20,-,-,-,-,-,-,-,3,NEU,88-90,40,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Christian James,25,20,20,40,20,25,20,20,-,-,-,-,-,-,-,-,-,3,FB,86-88,55,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Andry Javier,20,20,20,50,20,25,-,25,-,-,-,-,-,-,-,-,-,2,FB,87-89,30,35,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Melvin Javier,20,45,20,55,45,30,25,-,20,-,-,-,-,-,-,-,-,3,FB,89-91,35,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Sebastian Javier,25,45,20,55,45,30,20,20,-,-,-,-,-,-,-,-,-,3,FB,89-91,50,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Daulton Jefferies,30,45,60,50,45,40,25,-,30,40,-,35,-,-,-,-,-,5,NEU,93-95,50,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Adonis Jenkins,25,40,25,50,35,-,20,30,25,-,-,25,-,-,-,-,-,4,NEU,87-89,60,30,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Liam Jenkins,40,45,25,55,45,45,35,40,-,-,-,-,-,-,-,-,-,3,EX FB,95-97,35,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Ken Jennings,25,25,20,40,20,35,20,20,-,-,25,-,-,-,-,-,-,4,NEU,90-92,65,75,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Anderson Jerez,20,30,20,50,20,25,20,20,-,-,-,-,-,-,-,-,-,3,FB,88-90,35,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Luis Jerez,20,20,25,55,20,30,-,-,25,-,-,-,-,-,-,-,-,2,NEU,90-92,35,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Aiden Jimenez,25,20,20,50,20,35,20,20,25,-,-,-,-,-,-,-,-,4,FB,90-92,55,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Andres Jimenez,20,50,20,55,50,30,25,-,25,-,-,-,-,-,-,-,-,3,NEU,89-91,45,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Damian Jimenez,30,20,25,55,20,30,-,-,25,-,-,-,-,-,-,-,-,2,NEU,87-89,40,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Federik Jimenez,20,25,20,55,20,25,-,-,25,-,-,-,-,-,-,-,-,2,FB,88-90,30,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Jeison Jimenez,35,20,25,50,20,40,20,-,35,-,-,-,-,-,-,-,-,3,NEU,93-95,35,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Jesus Jimenez,20,40,20,50,35,25,20,-,20,-,-,-,-,-,-,-,-,3,FB,88-90,30,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Joe Jimenez,65,50,50,55,50,70,50,-,80,-,-,-,-,-,-,-,-,3,FB,95-97,30,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Juan Jimenez,30,20,20,50,20,35,-,-,30,-,-,-,-,-,-,-,-,2,NEU,87-89,45,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
